route_id,agency_id,route_short_name,route_long_name,route_type,route_url,route_color,route_text_color,is_night,is_regional,is_substitute_transport
L524,99,524,"Březnice - Hvožďany",3,"https://pid.cz/linka/524",007DA8,FFFFFF,0,1,0
L525,99,525,"Nový Knín - Borotice,Dražetice - Nový Knín",3,"https://pid.cz/linka/525",007DA8,FFFFFF,0,1,0
L526,99,526,"Zdice - Bzová",3,"https://pid.cz/linka/526",007DA8,FFFFFF,0,1,0
L527,99,527,"Komárov - Cerhovice - Žebrák",3,"https://pid.cz/linka/527",007DA8,FFFFFF,0,1,0
L528,99,528,"Hořovice - Broumy",3,"https://pid.cz/linka/528",007DA8,FFFFFF,0,1,0
L529,99,529,"Hořovice - Hvozdec",3,"https://pid.cz/linka/529",007DA8,FFFFFF,0,1,0
L530,99,530,"Příbram - Kamýk nad Vltavou",3,"https://pid.cz/linka/530",007DA8,FFFFFF,0,1,0
L531,99,531,"Hořovice - Příbram",3,"https://pid.cz/linka/531",007DA8,FFFFFF,0,1,0
L532,99,532,"Votice,Beztahov - Jankov,Bedřichovice",3,"https://pid.cz/linka/532",007DA8,FFFFFF,0,1,0
L533,99,533,"Kutná Hora - Týnec nad Labem - Chlumec nad Cidlinou",3,"https://pid.cz/linka/533",007DA8,FFFFFF,0,1,0
L534,99,534,"Kolín - Týnec nad Labem - Labské Chrčice",3,"https://pid.cz/linka/534",007DA8,FFFFFF,0,1,0
L535,99,535,"Kolín - Týnec nad Labem - Hlavečník - Kladruby n.L.,Bílé Vchynice",3,"https://pid.cz/linka/535",007DA8,FFFFFF,0,1,0
L536,99,536,"Kolín - Býchory - Žiželice",3,"https://pid.cz/linka/536",007DA8,FFFFFF,0,1,0
L537,99,537,"Kolín - Býchory - Jestřabí Lhota",3,"https://pid.cz/linka/537",007DA8,FFFFFF,0,1,0
L538,99,538,"Městec Králové - Křinec",3,"https://pid.cz/linka/538",007DA8,FFFFFF,0,1,0
L539,99,539,"Poděbrady - Křečkov",3,"https://pid.cz/linka/539",007DA8,FFFFFF,0,1,0
L540,99,540,"Poděbrady - Úmyslovice - Dymokury - Záhornice",3,"https://pid.cz/linka/540",007DA8,FFFFFF,0,1,0
L541,99,541,"Nymburk - Úmyslovice - Městec Králové - Dlouhopolsko",3,"https://pid.cz/linka/541",007DA8,FFFFFF,0,1,0
L542,99,542,"Poděbrady - Dymokury - Rožďalovice",3,"https://pid.cz/linka/542",007DA8,FFFFFF,0,1,0
L543,99,543,"Poděbrady - Opolany - Hradčany",3,"https://pid.cz/linka/543",007DA8,FFFFFF,0,1,0
L544,99,544,"Hořovice - Komárov - Zaječov",3,"https://pid.cz/linka/544",007DA8,FFFFFF,0,1,0
L545,99,545,"Hořovice - Zaječov - Strašice",3,"https://pid.cz/linka/545",007DA8,FFFFFF,0,1,0
L546,99,546,"Hořovice - Rokycany",3,"https://pid.cz/linka/546",007DA8,FFFFFF,0,1,0
L547,99,547,"Hořovice - Kařez - Cerhovice",3,"https://pid.cz/linka/547",007DA8,FFFFFF,0,1,0
L548,99,548,"Praskolesy - Hořovice - Zbiroh",3,"https://pid.cz/linka/548",007DA8,FFFFFF,0,1,0
L549,99,549,"Sedlčany - Krásná Hora nad Vltavou - Klučenice",3,"https://pid.cz/linka/549",007DA8,FFFFFF,0,1,0
L550,99,550,"Votice - Vlašim",3,"https://pid.cz/linka/550",007DA8,FFFFFF,0,1,0
L551,99,551,"Sedlčany - Kamýk nad Vltavou - Krásná Hora nad Vltavou",3,"https://pid.cz/linka/551",007DA8,FFFFFF,0,1,0
L552,99,552,"Sedlčany - Kamýk nad Vltavou",3,"https://pid.cz/linka/552",007DA8,FFFFFF,0,1,0
L553,99,553,"Benešov - Jankov,Odlochovice",3,"https://pid.cz/linka/553",007DA8,FFFFFF,0,1,0
L554,99,554,"Benešov - Votice",3,"https://pid.cz/linka/554",007DA8,FFFFFF,0,1,0
L555,99,555,"Kladno - Běleč - Zbečno - Roztoky/Nezabudice",3,"https://pid.cz/linka/555",007DA8,FFFFFF,0,1,0
L556,99,556,"Votice - Heřmaničky - Sedlčany",3,"https://pid.cz/linka/556",007DA8,FFFFFF,0,1,0
L557,99,557,"Svojetice - Stříbrná Skalice",3,"https://pid.cz/linka/557",007DA8,FFFFFF,0,1,0
L558,99,558,"Olbramovice - Bystřice",3,"https://pid.cz/linka/558",007DA8,FFFFFF,0,1,0
L559,99,559,"Sedlčany - Nechvalice - Sedlec-Prčice",3,"https://pid.cz/linka/559",007DA8,FFFFFF,0,1,0
L560,99,560,"Rakovník - Kryry,Strojetice",3,"https://pid.cz/linka/560",007DA8,FFFFFF,0,1,0
L561,99,561,"Rakovník - Řeřichy",3,"https://pid.cz/linka/561",007DA8,FFFFFF,0,1,0
L562,99,562,"Lubná - Rakovník - Olešná",3,"https://pid.cz/linka/562",007DA8,FFFFFF,0,1,0
L563,99,563,"Rakovník - Kounov - Mutějovice",3,"https://pid.cz/linka/563",007DA8,FFFFFF,0,1,0
L566,99,566,"Vojkov - Votice",3,"https://pid.cz/linka/566",007DA8,FFFFFF,0,1,0
L567,99,567,"Příbram - Třebsko - Rožmitál pod Třemšínem",3,"https://pid.cz/linka/567",007DA8,FFFFFF,0,1,0
L568,99,568,"Střezimíř - Miličín",3,"https://pid.cz/linka/568",007DA8,FFFFFF,0,1,0
L569,99,569,"Mezno - Miličín",3,"https://pid.cz/linka/569",007DA8,FFFFFF,0,1,0
L570,99,570,"Rakovník - Čistá - Kralovice",3,"https://pid.cz/linka/570",007DA8,FFFFFF,0,1,0
L571,99,571,"Rakovník - Čistá,Kůzová",3,"https://pid.cz/linka/571",007DA8,FFFFFF,0,1,0
L572,99,572,"Rakovník - Krakovec - Zvíkovec",3,"https://pid.cz/linka/572",007DA8,FFFFFF,0,1,0
L573,99,573,"Břežany - Čistá - Jesenice - Kolešov",3,"https://pid.cz/linka/573",007DA8,FFFFFF,0,1,0
L574,99,574,"Křivoklát - Skryje",3,"https://pid.cz/linka/574",007DA8,FFFFFF,0,1,0
L575,99,575,"Rakovník - Pavlíkov - Zvíkovec",3,"https://pid.cz/linka/575",007DA8,FFFFFF,0,1,0
L576,99,576,"Rakovník - Slabce - Skryje",3,"https://pid.cz/linka/576",007DA8,FFFFFF,0,1,0
L577,99,577,"Rakovník - Stochov",3,"https://pid.cz/linka/577",007DA8,FFFFFF,0,1,0
L578,99,578,"Rakovník - Nezabudice - Křivoklát - Rakovník",3,"https://pid.cz/linka/578",007DA8,FFFFFF,0,1,0
L579,99,579,"Branov - Křivoklát - Nezabudice",3,"https://pid.cz/linka/579",007DA8,FFFFFF,0,1,0
L580,99,580,"Slaný - Mšec - Řevničov - Rakovník",3,"https://pid.cz/linka/580",007DA8,FFFFFF,0,1,0
L581,99,581,"Senomaty - Rakovník - Nové Strašecí",3,"https://pid.cz/linka/581",007DA8,FFFFFF,0,1,0
L582,99,582,"Strančice - Tehov - Světice - Říčany",3,"https://pid.cz/linka/582",007DA8,FFFFFF,0,1,0
L583,99,583,"Milý - Nové Strašecí - Řevničov",3,"https://pid.cz/linka/583",007DA8,FFFFFF,0,1,0
L584,99,584,"Rakovník - Krupá - Hředle - Mutějovice,Lhota pod Džbánem",3,"https://pid.cz/linka/584",007DA8,FFFFFF,0,1,0
L585,99,585,"Rakovník - Hředle - Vinařice",3,"https://pid.cz/linka/585",007DA8,FFFFFF,0,1,0
L586,99,586,"Slaný - Drnek - Nové Strašecí",3,"https://pid.cz/linka/586",007DA8,FFFFFF,0,1,0
L587,99,587,"Slaný - Tuřany - Libušín",3,"https://pid.cz/linka/587",007DA8,FFFFFF,0,1,0
L588,99,588,"Slaný - Srbeč - Milý",3,"https://pid.cz/linka/588",007DA8,FFFFFF,0,1,0
L589,99,589,"Kvílice - Hořešovice - Líský",3,"https://pid.cz/linka/589",007DA8,FFFFFF,0,1,0
L590,99,590,"Vraný - Slaný - Nové Strašecí",3,"https://pid.cz/linka/590",007DA8,FFFFFF,0,1,0
L591,99,591,"Vraný - Klobuky",3,"https://pid.cz/linka/591",007DA8,FFFFFF,0,1,0
L592,99,592,"Slaný - Klobuky - Panenský Týnec",3,"https://pid.cz/linka/592",007DA8,FFFFFF,0,1,0
L593,99,593,"Slaný - Hobšovice - Velvary",3,"https://pid.cz/linka/593",007DA8,FFFFFF,0,1,0
L594,99,594,"Slaný - Poštovice - Zlonice",3,"https://pid.cz/linka/594",007DA8,FFFFFF,0,1,0
L595,99,595,"Velvary - Poštovice - Peruc",3,"https://pid.cz/linka/595",007DA8,FFFFFF,0,1,0
L596,99,596,"Velvary - Černuc/Straškov - Vodochody",3,"https://pid.cz/linka/596",007DA8,FFFFFF,0,1,0
L597,99,597,"Velvary - Chržín,Budihostice",3,"https://pid.cz/linka/597",007DA8,FFFFFF,0,1,0
L598,99,598,"Poděbrady - Opočnice - Městec Králové - Kněžice",3,"https://pid.cz/linka/598",007DA8,FFFFFF,0,1,0
L599,99,599,"Městec Králové - Dobšice",3,"https://pid.cz/linka/599",007DA8,FFFFFF,0,1,0
L600,99,600,"Kladno - Nové Strašecí - Louny",3,"https://pid.cz/linka/600",007DA8,FFFFFF,0,1,0
L612,99,612,"Kladno - Knovíz - Velvary",3,"https://pid.cz/linka/612",007DA8,FFFFFF,0,1,0
L617,99,617,"Slaný - Velvary - Kralupy nad  Vltavou",3,"https://pid.cz/linka/617",007DA8,FFFFFF,0,1,0
L618,99,618,"Kladno - Kačice",3,"https://pid.cz/linka/618",007DA8,FFFFFF,0,1,0
L619,99,619,"Kladno - Lány - Třtice - Ročov",3,"https://pid.cz/linka/619",007DA8,FFFFFF,0,1,0
L620,99,620,"Kladno - Kralupy nad Vltavou - Mělník",3,"https://pid.cz/linka/620",007DA8,FFFFFF,0,1,0
L622,99,622,"Číčovice - Kladno",3,"https://pid.cz/linka/622",007DA8,FFFFFF,0,1,0
L623,99,623,"Kladno - Třebusice - Velvary",3,"https://pid.cz/linka/623",007DA8,FFFFFF,0,1,0
L625,99,625,"Kladno - Ruda - Rakovník",3,"https://pid.cz/linka/625",007DA8,FFFFFF,0,1,0
L626,99,626,"Jeneč - Kladno",3,"https://pid.cz/linka/626",007DA8,FFFFFF,0,1,0
L627,99,627,"Smečno - Ledce - Slaný",3,"https://pid.cz/linka/627",007DA8,FFFFFF,0,1,0
L628,99,628,"Kladno - Mšec - Řevničov",3,"https://pid.cz/linka/628",007DA8,FFFFFF,0,1,0
L629,99,629,"Bratronice,Dolní Bezděkov - Družec - Kladno - Dřetovice",3,"https://pid.cz/linka/629",007DA8,FFFFFF,0,1,0
L630,99,630,"Kladno - Unhošť - Beroun",3,"https://pid.cz/linka/630",007DA8,FFFFFF,0,1,0
L631,99,631,"Nižbor - Beroun - Suchomasty - Všeradice",3,"https://pid.cz/linka/631",007DA8,FFFFFF,0,1,0
L632,99,632,"Řevnice - Všeradice - Hostomice",3,"https://pid.cz/linka/632",007DA8,FFFFFF,0,1,0
L633,99,633,"Beroun - Tetín - Liteň",3,"https://pid.cz/linka/633",007DA8,FFFFFF,0,1,0
L634,99,634,"Hostomice - Skřipel - Lážovice - Všeradice",3,"https://pid.cz/linka/634",007DA8,FFFFFF,0,1,0
L636,99,636,"Loděnice - Železná - Chyňava",3,"https://pid.cz/linka/636",007DA8,FFFFFF,0,1,0
L637,99,637,"Zadní Třebaň - Beroun - Nový Jáchymov - Kublov",3,"https://pid.cz/linka/637",007DA8,FFFFFF,0,1,0
L638,99,638,"Všeradice - Beroun - Skryje - Branov",3,"https://pid.cz/linka/638",007DA8,FFFFFF,0,1,0
L639,99,639,"Hořovice - Hostomice - Dobříš",3,"https://pid.cz/linka/639",007DA8,FFFFFF,0,1,0
L640,99,640,"Zdice - Hostomice - Čenkov",3,"https://pid.cz/linka/640",007DA8,FFFFFF,0,1,0
L641,99,641,"Beroun - Zdice - Hořovice",3,"https://pid.cz/linka/641",007DA8,FFFFFF,0,1,0
L642,99,642,"Jince - Praskolesy - Hořovice",3,"https://pid.cz/linka/642",007DA8,FFFFFF,0,1,0
L643,99,643,"Cerhovice - Hořovice - Křešín",3,"https://pid.cz/linka/643",007DA8,FFFFFF,0,1,0
L646,99,646,"Holubice - Kralupy n. Vlt. - Roudnice n. Lab.",3,"https://pid.cz/linka/646",007DA8,FFFFFF,0,1,0
L649,99,649,"Nižbor,Stradonice - Nižbor,Žloukovice",3,"https://pid.cz/linka/649",007DA8,FFFFFF,0,1,0
L650,99,650,"Litoměřice - Mšené-lázně - Slaný",3,"https://pid.cz/linka/650",007DA8,FFFFFF,0,1,0
L651,99,651,"Nespeky - Pyšely - Senohraby - Hrusice",3,"https://pid.cz/linka/651",007DA8,FFFFFF,0,1,0
L652,99,652,"Kostelec n.Č.l. - Oleška,Krymlov",3,"https://pid.cz/linka/652",007DA8,FFFFFF,0,1,0
L653,99,653,"Ondřejov - Kaliště,Poddubí",3,"https://pid.cz/linka/653",007DA8,FFFFFF,0,1,0
L655,99,655,"Brandýs n.L.-St.Boleslav - Čelákovice - Úvaly",3,"https://pid.cz/linka/655",007DA8,FFFFFF,0,1,0
L656,99,656,"Hovorčovice - Zlonín - Hovorčovice",3,"https://pid.cz/linka/656",007DA8,FFFFFF,0,1,0
L657,99,657,"Brandýs n.L.-St.Boleslav - Odolena Voda",3,"https://pid.cz/linka/657",007DA8,FFFFFF,0,1,0
L658,99,658,"Neratovice - Veliká Ves - Odolena Voda",3,"https://pid.cz/linka/658",007DA8,FFFFFF,0,1,0
L659,99,659,"Český Brod - Kostelec n.Č.l. - Vlkančice - Stříbrná Skalice",3,"https://pid.cz/linka/659",007DA8,FFFFFF,0,1,0
L660,99,660,"Český Brod - Kostelec n.Č.l.",3,"https://pid.cz/linka/660",007DA8,FFFFFF,0,1,0
L661,99,661,"Český Brod - Starý Vestec - Lysá n.L.",3,"https://pid.cz/linka/661",007DA8,FFFFFF,0,1,0
L662,99,662,"Čelákovice - Český Brod - Kouřim",3,"https://pid.cz/linka/662",007DA8,FFFFFF,0,1,0
L663,99,663,"Kralupy nad Vltavou - Odolena Voda",3,"https://pid.cz/linka/663",007DA8,FFFFFF,0,1,0
L664,99,664,"Černošice - Vonoklasy",3,"https://pid.cz/linka/664",007DA8,FFFFFF,0,1,0
L666,99,666,"Brandýs n.L.-St. Boleslav - Káraný",3,"https://pid.cz/linka/666",007DA8,FFFFFF,0,1,0
L667,99,667,"Brandýs n.L.-St.Boleslav - Horky nad Jizerou",3,"https://pid.cz/linka/667",007DA8,FFFFFF,0,1,0
L668,99,668,"Všetaty - Byšice - Mšeno",3,"https://pid.cz/linka/668",007DA8,FFFFFF,0,1,0
L669,99,669,"Brandýs n.L.-St. Boleslav - Dřísy - Mečeříž",3,"https://pid.cz/linka/669",007DA8,FFFFFF,0,1,0
L670,99,670,"Brandýs n.L.-St. Boleslav - Sudovo Hlavno/Mečeříž",3,"https://pid.cz/linka/670",007DA8,FFFFFF,0,1,0
L671,99,671,"Jenštejn - Přezletice - Brandýs n.L.-St. Boleslav",3,"https://pid.cz/linka/671",007DA8,FFFFFF,0,1,0
L673,99,673,"Nymburk - Oskořínek - Křinec",3,"https://pid.cz/linka/673",007DA8,FFFFFF,0,1,0
L674,99,674,"Nymburk - Netřebice  - Křinec - Rožďalovice",3,"https://pid.cz/linka/674",007DA8,FFFFFF,0,1,0
L675,99,675,"Kolín - Cerhenice - Pečky",3,"https://pid.cz/linka/675",007DA8,FFFFFF,0,1,0
L676,99,676,"Nymburk - Loučeň - Seletice",3,"https://pid.cz/linka/676",007DA8,FFFFFF,0,1,0
L677,99,677,"Úvaly - Vyšehořovice - Nehvizdy",3,"https://pid.cz/linka/677",007DA8,FFFFFF,0,1,0
L678,99,678,"Poděbrady - Cerhenice - Pečky",3,"https://pid.cz/linka/678",007DA8,FFFFFF,0,1,0
L679,99,679,"Poděbrady - Velim - Kolín",3,"https://pid.cz/linka/679",007DA8,FFFFFF,0,1,0
L681,99,681,"Kolín - Suchdol - Uhlířské Janovice - Petrovice II",3,"https://pid.cz/linka/681",007DA8,FFFFFF,0,1,0
L685,99,685,"Strančice - Mnichovice - Zvánovice - Černé Voděrady",3,"https://pid.cz/linka/685",007DA8,FFFFFF,0,1,0
L686,99,686,"Úvaly - Říčany",3,"https://pid.cz/linka/686",007DA8,FFFFFF,0,1,0
L687,99,687,"Uhlířské Janovice - Zbraslavice - Třebětín - Ledeč nad Sázavou",3,"https://pid.cz/linka/687",007DA8,FFFFFF,0,1,0
L688,99,688,"Mníšek pod Brdy - Nový Knín",3,"https://pid.cz/linka/688",007DA8,FFFFFF,0,1,0
L689,99,689,"Mšeno - Stránka - Skalsko",3,"https://pid.cz/linka/689",007DA8,FFFFFF,0,1,0
L690,99,690,"Mšeno - Kadlín",3,"https://pid.cz/linka/690",007DA8,FFFFFF,0,1,0
L691,99,691,"Mělník - Liběchov - Vidim",3,"https://pid.cz/linka/691",007DA8,FFFFFF,0,1,0
L692,99,692,"Liběchov - Dolní Zimoř - Kokořín",3,"https://pid.cz/linka/692",007DA8,FFFFFF,0,1,0
L693,99,693,"Mšeno - Nosálov - Katusice",3,"https://pid.cz/linka/693",007DA8,FFFFFF,0,1,0
L694,99,694,"Liběchov - Vysoká - Kokořín",3,"https://pid.cz/linka/694",007DA8,FFFFFF,0,1,0
L695,99,695,"Mělník - Kokořín - Mšeno",3,"https://pid.cz/linka/695",007DA8,FFFFFF,0,1,0
L696,99,696,"Mělník - Řepín - Mšeno",3,"https://pid.cz/linka/696",007DA8,FFFFFF,0,1,0
L697,99,697,"Mšeno - Dubá - Doksy",3,"https://pid.cz/linka/697",007DA8,FFFFFF,0,1,0
L699,99,699,"Mladá Boleslav - Horky nad Jizerou - Kadlín - Mšeno",3,"https://pid.cz/linka/699",007DA8,FFFFFF,0,1,0
L700,99,700,"Harrachov - Tanvald - Železný Brod - Turnov - Praha",3,"https://pid.cz/linka/700",007DA8,FFFFFF,0,1,0
L702,99,702,"Kolín - Nebovidy - Červené Pečky",3,"https://pid.cz/linka/702",007DA8,FFFFFF,0,1,0
L705,99,705,"Poděbrady - Kolín - Kutná Hora - Čáslav",3,"https://pid.cz/linka/705",007DA8,FFFFFF,0,1,0
L706,99,706,"Uhlířské Janovice - Zásmuky - Kolín - Žiželice",3,"https://pid.cz/linka/706",007DA8,FFFFFF,0,1,0
L707,99,707,"Kolín - Starý Kolín - Nové Dvory",3,"https://pid.cz/linka/707",007DA8,FFFFFF,0,1,0
L710,99,710,"Chrudim - Heřmanův Městec - Čáslav",3,"https://pid.cz/linka/710",007DA8,FFFFFF,0,1,0
L711,99,711,"Louny - Ročov - Rakovník",3,"https://pid.cz/linka/711",007DA8,FFFFFF,0,1,0
L712,99,712,"Mladá Boleslav - Katusice - Bělá pod Bezdězem",3,"https://pid.cz/linka/712",007DA8,FFFFFF,0,1,0
L713,99,713,"Mladá Boleslav - Obruby - Sobotka",3,"https://pid.cz/linka/713",007DA8,FFFFFF,0,1,0
L714,99,714,"Mladá Boleslav - Kněžmost - Sobotka",3,"https://pid.cz/linka/714",007DA8,FFFFFF,0,1,0
L715,99,715,"Mladá Boleslav - Ptýrov - Mnichovo Hradiště - Žďár,Žehrov",3,"https://pid.cz/linka/715",007DA8,FFFFFF,0,1,0
L716,99,716,"Boseň,Mužský - Mnichovo Hradiště,Sychrov - Boseň,Mužský",3,"https://pid.cz/linka/716",007DA8,FFFFFF,0,1,0
L717,99,717,"Mnichovo Hradiště - Turnov",3,"https://pid.cz/linka/717",007DA8,FFFFFF,0,1,0
L718,99,718,"Mnichovo Hradiště - Dolní Bousov - Sobotka",3,"https://pid.cz/linka/718",007DA8,FFFFFF,0,1,0
L719,99,719,"Mladá Boleslav - Bítouchov - Zvířetice",3,"https://pid.cz/linka/719",007DA8,FFFFFF,0,1,0
L720,99,720,"Rokytnice n.Jiz. - Vysoké n.Jiz. - Semily - Železný Brod - Turnov - Mladá Boleslav - Praha",3,"https://pid.cz/linka/720",007DA8,FFFFFF,0,1,0
L721,99,721,"Český Dub - Všelibice,Vrtky - Mnichovo Hradiště",3,"https://pid.cz/linka/721",007DA8,FFFFFF,0,1,0
L722,99,722,"Český Dub - Hlavice - Mnichovo Hradiště",3,"https://pid.cz/linka/722",007DA8,FFFFFF,0,1,0
L723,99,723,"Kopidlno - Libáň - Březno - Mladá Boleslav",3,"https://pid.cz/linka/723",007DA8,FFFFFF,0,1,0
L724,99,724,"Mladá Boleslav - Dlouhá Lhota - Libáň - Kopidlno",3,"https://pid.cz/linka/724",007DA8,FFFFFF,0,1,0
L725,99,725,"Mladá Boleslav - Markvartice - Sobotka",3,"https://pid.cz/linka/725",007DA8,FFFFFF,0,1,0
L726,99,726,"Mladá Boleslav - Nová Telib - Žerčice",3,"https://pid.cz/linka/726",007DA8,FFFFFF,0,1,0
L727,99,727,"Mnichovo Hradiště - Dolní Krupá - Rokytá",3,"https://pid.cz/linka/727",007DA8,FFFFFF,0,1,0
L728,99,728,"Mladá Boleslav - Skalsko - Mšeno",3,"https://pid.cz/linka/728",007DA8,FFFFFF,0,1,0
L729,99,729,"Mladá Boleslav - Doubravička - Skalsko",3,"https://pid.cz/linka/729",007DA8,FFFFFF,0,1,0
L730,99,730,"Vítkovice,Horní Mísečky - Jilemnice - Semily - Turnov - Praha",3,"https://pid.cz/linka/730",007DA8,FFFFFF,0,1,0
L731,99,731,"Mladá Boleslav - Katusice - Plužná",3,"https://pid.cz/linka/731",007DA8,FFFFFF,0,1,0
L732,99,732,"Čistá - Bělá pod Bezdězem,Bezdědice",3,"https://pid.cz/linka/732",007DA8,FFFFFF,0,1,0
L733,99,733,"Mnichovo Hradiště - Loukovec - Sezemice",3,"https://pid.cz/linka/733",007DA8,FFFFFF,0,1,0
L734,99,734,"Mnichovo Hradiště - Mohelnice nad Jizerou - Sezemice",3,"https://pid.cz/linka/734",007DA8,FFFFFF,0,1,0
L735,99,735,"Kopidlno - Libáň - Dolní Bousov",3,"https://pid.cz/linka/735",007DA8,FFFFFF,0,1,0
L736,99,736,"Mladá Boleslav - Kněžmost - Dolní Bousov",3,"https://pid.cz/linka/736",007DA8,FFFFFF,0,1,0
L737,99,737,"Mladá Boleslav - Čistá - Bělá pod Bezdězem",3,"https://pid.cz/linka/737",007DA8,FFFFFF,0,1,0
L738,99,738,"Mnichovo Hradiště - Horní Bukovina - Mukařov,Vicmanov",3,"https://pid.cz/linka/738",007DA8,FFFFFF,0,1,0
L739,99,739,"Bělá pod Bezdězem - Bakov nad Jizerou - Kněžmost",3,"https://pid.cz/linka/739",007DA8,FFFFFF,0,1,0
L740,99,740,"Čáslav - Bratčice - Golčův Jeníkov",3,"https://pid.cz/linka/740",007DA8,FFFFFF,0,1,0
L741,99,741,"Čáslav - Tupadly - Zbýšov",3,"https://pid.cz/linka/741",007DA8,FFFFFF,0,1,0
L742,99,742,"Čáslav - Zbýšov - Třebětín - Ledeč nad Sázavou",3,"https://pid.cz/linka/742",007DA8,FFFFFF,0,1,0
L743,99,743,"Čáslav - Kluky - Paběnice - Petrovice I",3,"https://pid.cz/linka/743",007DA8,FFFFFF,0,1,0
L746,99,746,"Čáslav - Malešov - Chlístovice - Uhlířské Janovice",3,"https://pid.cz/linka/746",007DA8,FFFFFF,0,1,0
L747,99,747,"Mělník - Byšice",3,"https://pid.cz/linka/747",007DA8,FFFFFF,0,1,0
L749,99,749,"Čáslav - Zbýšov - Petrovice I",3,"https://pid.cz/linka/749",007DA8,FFFFFF,0,1,0
L751,99,751,"Řevnice - Mořina",3,"https://pid.cz/linka/751",007DA8,FFFFFF,0,1,0
L752,99,752,"Benešov - Týnec nad Sázavou - Jílové u Prahy",3,"https://pid.cz/linka/752",007DA8,FFFFFF,0,1,0
L753,99,753,"Benešov - Týnec nad Sázavou -  Netvořice - Neveklov",3,"https://pid.cz/linka/753",007DA8,FFFFFF,0,1,0
L754,99,754,"Benešov - Sedlčany - Příbram",3,"https://pid.cz/linka/754",007DA8,FFFFFF,0,1,0
L755,99,755,"Benešov - Neveklov - Rabyně,Měřín",3,"https://pid.cz/linka/755",007DA8,FFFFFF,0,1,0
L756,99,756,"Neveklov - Křečovice",3,"https://pid.cz/linka/756",007DA8,FFFFFF,0,1,0
L757,99,757,"Benešov - Bystřice,Jarkovice - Bystřice,Tvoršovice - Bystřice",3,"https://pid.cz/linka/757",007DA8,FFFFFF,0,1,0
L758,99,758,"Benešov - Postupice - Vlašim",3,"https://pid.cz/linka/758",007DA8,FFFFFF,0,1,0
L759,99,759,"Benešov - Maršovice - Křečovice,Strážovice - Neveklov",3,"https://pid.cz/linka/759",007DA8,FFFFFF,0,1,0
L760,99,760,"Rakovník - Podbořany",3,"https://pid.cz/linka/760",007DA8,FFFFFF,0,1,0
L761,99,761,"Kamenice,Všedobrovice - Velké Popovice",3,"https://pid.cz/linka/761",007DA8,FFFFFF,0,1,0
L762,99,762,"Dolní Břežany - Jesenice",3,"https://pid.cz/linka/762",007DA8,FFFFFF,0,1,0
L765,99,765,"Sibřina - Říčany",3,"https://pid.cz/linka/765",007DA8,FFFFFF,0,1,0
L766,99,766,"Březno - Lhotky - Rabakov",3,"https://pid.cz/linka/766",007DA8,FFFFFF,0,1,0
L767,99,767,"Mladá Boleslav - Kropáčova Vrutice - Dolní Slivno",3,"https://pid.cz/linka/767",007DA8,FFFFFF,0,1,0
L768,99,768,"Benátky nad Jizerou - Dolní Slivno - Byšice",3,"https://pid.cz/linka/768",007DA8,FFFFFF,0,1,0
L769,99,769,"Rokytovec - Doubravička - Chotětov",3,"https://pid.cz/linka/769",007DA8,FFFFFF,0,1,0
L770,99,770,"Uhlířské Janovice - Sázava - Ostředek - Benešov",3,"https://pid.cz/linka/770",007DA8,FFFFFF,0,1,0
L771,99,771,"Kácov - Rataje nad Sázavou - Sázava",3,"https://pid.cz/linka/771",007DA8,FFFFFF,0,1,0
L772,99,772,"Uhlířské Janovice - Úžice - Sázava",3,"https://pid.cz/linka/772",007DA8,FFFFFF,0,1,0
L773,99,773,"Sázava - Choratice - Sázava",3,"https://pid.cz/linka/773",007DA8,FFFFFF,0,1,0
L774,99,774,"Zdiby,Holosmetky - Zdiby,Brnky",3,"https://pid.cz/linka/774",007DA8,FFFFFF,0,1,0
L776,99,776,"Zruč nad Sázavou - Vlastějovice - Zruč nad Sázavou",3,"https://pid.cz/linka/776",007DA8,FFFFFF,0,1,0
L778,99,778,"Zruč nad Sázavou - Bohdaneč - Zbraslavice",3,"https://pid.cz/linka/778",007DA8,FFFFFF,0,1,0
L780,99,780,"Čáslav - Žleby - Třemošnice",3,"https://pid.cz/linka/780",007DA8,FFFFFF,0,1,0
L781,99,781,"Čáslav - Žleby - Hostovlice - Adamov",3,"https://pid.cz/linka/781",007DA8,FFFFFF,0,1,0
L782,99,782,"Kutná Hora - Žehušice - Horka I - Vrdy",3,"https://pid.cz/linka/782",007DA8,FFFFFF,0,1,0
L783,99,783,"Čáslav - Žehušice - Horka I",3,"https://pid.cz/linka/783",007DA8,FFFFFF,0,1,0
L784,99,784,"Kutná Hora - Horka I - Vrdy - Čáslav",3,"https://pid.cz/linka/784",007DA8,FFFFFF,0,1,0
L785,99,785,"Kácov - Malešov - Kutná Hora - Kolín",3,"https://pid.cz/linka/785",007DA8,FFFFFF,0,1,0
L786,99,786,"Kutná Hora - Červené Janovice - Paběnice",3,"https://pid.cz/linka/786",007DA8,FFFFFF,0,1,0
L787,99,787,"Uhlířské Janovice - Čestín - Zruč nad Sázavou",3,"https://pid.cz/linka/787",007DA8,FFFFFF,0,1,0
L788,99,788,"Kutná Hora - Červené Janovice - Třebětín",3,"https://pid.cz/linka/788",007DA8,FFFFFF,0,1,0
L790,99,790,"Vlašim - Libež - Divišov",3,"https://pid.cz/linka/790",007DA8,FFFFFF,0,1,0
